ms_subclass,lot_frontage,lot_area,street,alley,lot_shape,land_contour,utilities,land_slope,condition_1,condition_2,bldg_type,overall_qual,overall_cond,year_built,year_remod/add,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,exter_cond,foundation,bsmt_qual,bsmt_cond,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmtfin_type_2,bsmtfin_sf_2,bsmt_unf_sf,total_bsmt_sf,heating_qc,central_air,1st_flr_sf,2nd_flr_sf,low_qual_fin_sf,gr_liv_area,bsmt_full_bath,bsmt_half_bath,full_bath,half_bath,bedroom_abvgr,kitchen_abvgr,kitchen_qual,totrms_abvgrd,functional,fireplaces,fireplace_qu,garage_type,garage_yr_blt,garage_finish,garage_cars,garage_area,garage_qual,garage_cond,paved_drive,wood_deck_sf,open_porch_sf,enclosed_porch,3ssn_porch,screen_porch,pool_area,pool_qc,misc_feature,misc_val,mo_sold,yr_sold,saleprice,porch_total,neighborhood_Blmngtn,neighborhood_Blueste,neighborhood_BrDale,neighborhood_BrkSide,neighborhood_ClearCr,neighborhood_CollgCr,neighborhood_Crawfor,neighborhood_Edwards,neighborhood_Gilbert,neighborhood_Greens,neighborhood_GrnHill,neighborhood_IDOTRR,neighborhood_Landmrk,neighborhood_MeadowV,neighborhood_Mitchel,neighborhood_NAmes,neighborhood_NPkVill,neighborhood_NWAmes,neighborhood_NoRidge,neighborhood_NridgHt,neighborhood_OldTown,neighborhood_SWISU,neighborhood_Sawyer,neighborhood_SawyerW,neighborhood_Somerst,neighborhood_StoneBr,neighborhood_Timber,neighborhood_Veenker,house_style_1.5Fin,house_style_1.5Unf,house_style_1Story,house_style_2.5Fin,house_style_2.5Unf,house_style_2Story,house_style_SFoyer,house_style_SLvl,roof_style_Flat,roof_style_Gable,roof_style_Gambrel,roof_style_Hip,roof_style_Mansard,roof_style_Shed,roof_matl_ClyTile,roof_matl_CompShg,roof_matl_Membran,roof_matl_Tar&Grv,roof_matl_WdShake,roof_matl_WdShngl,heating_GasA,heating_GasW,heating_Grav,heating_OthW,heating_Wall,lot_config_Corner,lot_config_CulDSac,lot_config_FR2,lot_config_FR3,lot_config_Inside,electrical_FuseA,electrical_FuseF,electrical_FuseP,electrical_Mix,electrical_SBrkr,fence_GdPrv,fence_GdWo,fence_MnPrv,fence_MnWw,fence_No Fence,ms_zoning_A (agr),ms_zoning_C (all),ms_zoning_FV,ms_zoning_I (all),ms_zoning_RH,ms_zoning_RL,ms_zoning_RM,sale_type_COD,sale_type_CWD,sale_type_Con,sale_type_ConLD,sale_type_ConLI,sale_type_ConLw,sale_type_New,sale_type_Oth,sale_type_WD 
50,60.0,8064,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Artery,Norm,1Fam,5,7,1949,2006,MetalSd,MetalSd,None,0.0,3,Gd,CBlock,3,3,2,1,0.0,1,0.0,672.0,672.0,5,Y,672,252,0,924,0.0,0.0,1,0,3,1,3,6,Typ,1,1,Detchd,2003.0,1,2.0,576.0,3,3,Y,0,0,0,0,0,0,0,Shed,2000,7,2007,122900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,80.0,9600,Pave,No_alley,Reg,Lvl,AllPub,Gtl,PosN,Norm,1Fam,8,5,1981,1981,BrkFace,BrkFace,None,0.0,4,TA,PConc,4,3,1,5,1104.0,1,0.0,1420.0,2524.0,3,Y,2524,0,0,2524,1.0,0.0,2,1,4,1,4,9,Typ,1,4,Attchd,1981.0,3,2.0,542.0,3,3,Y,474,120,0,0,0,0,0,None,0,7,2009,278000,594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,69.05520046484602,11435,Pave,No_alley,IR1,HLS,AllPub,Mod,Norm,Norm,1Fam,8,7,1929,1950,BrkFace,Stucco,None,0.0,3,TA,PConc,4,3,1,1,0.0,1,0.0,792.0,792.0,2,Y,792,725,0,1517,0.0,0.0,1,0,3,1,4,7,Typ,2,4,Detchd,1931.0,1,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,None,0,6,2006,230000,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
120,30.0,9549,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,8,5,1995,1996,BrkFace,BrkFace,None,0.0,4,Gd,PConc,4,4,3,2,437.0,6,1057.0,0.0,1494.0,5,Y,1494,0,0,1494,1.0,0.0,1,1,2,1,5,6,Typ,1,4,Attchd,1995.0,3,2.0,481.0,3,3,Y,0,30,0,0,216,0,0,None,0,4,2006,270000,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,60.0,10950,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1952,1952,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,3,3,1,5,441.0,1,0.0,507.0,948.0,3,Y,948,0,0,948,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Detchd,1952.0,1,2.0,410.0,3,3,N,0,48,0,0,0,0,0,None,0,4,2007,125000,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,79.0,10637,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2007,2008,VinylSd,VinylSd,Stone,336.0,4,TA,PConc,5,3,4,6,1288.0,1,0.0,417.0,1705.0,5,Y,1718,0,0,1718,1.0,0.0,2,0,3,1,4,7,Typ,1,4,Attchd,2007.0,2,3.0,826.0,3,3,Y,208,44,0,0,0,0,0,None,0,9,2009,297000,252,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,80.0,9000,Pave,No_alley,IR1,HLS,AllPub,Mod,Norm,Norm,1Fam,6,6,1958,1958,Wd Sdng,Wd Sdng,BrkFace,82.0,3,TA,CBlock,4,3,4,1,0.0,1,0.0,160.0,160.0,2,Y,1142,0,0,1142,0.0,0.0,1,0,2,1,3,5,Typ,1,4,Basment,1958.0,2,1.0,384.0,3,3,Y,0,28,64,0,0,0,0,None,0,4,2009,113500,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,41.0,2665,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,5,6,1977,1977,CemntBd,CmentBd,None,0.0,3,TA,PConc,3,3,1,5,548.0,3,173.0,36.0,757.0,5,Y,925,550,0,1475,0.0,0.0,2,0,4,1,3,6,Typ,1,3,Attchd,1977.0,2,1.0,336.0,3,3,Y,104,26,0,0,0,0,0,None,0,7,2006,127000,130,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,105.0,11751,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1977,1977,Plywood,Plywood,BrkFace,480.0,3,TA,CBlock,4,3,1,4,705.0,1,0.0,1139.0,1844.0,5,Y,1844,0,0,1844,0.0,0.0,2,0,3,1,3,7,Typ,1,3,Attchd,1977.0,2,2.0,546.0,3,3,Y,0,122,0,0,0,0,0,None,0,1,2010,190000,122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
20,80.0,9600,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,7,6,1973,1973,HdBoard,HdBoard,BrkFace,320.0,3,TA,CBlock,3,3,1,5,916.0,1,0.0,326.0,1242.0,2,Y,1242,0,0,1242,0.0,0.0,1,1,3,1,3,6,Typ,1,3,Attchd,1973.0,1,2.0,528.0,3,3,Y,0,0,0,0,0,0,0,None,0,9,2007,175500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,60.0,8428,Pave,No_alley,IR2,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,7,1994,1994,VinylSd,VinylSd,None,0.0,3,Gd,PConc,4,4,1,6,420.0,1,0.0,570.0,990.0,5,Y,990,0,0,990,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1995.0,1,1.0,384.0,3,3,Y,256,0,0,0,0,0,0,None,0,7,2007,146000,256,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,75.0,9937,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1965,1965,HdBoard,HdBoard,None,0.0,4,TA,CBlock,3,3,1,4,830.0,2,290.0,136.0,1256.0,4,Y,1256,0,0,1256,1.0,0.0,1,1,3,1,3,6,Typ,0,0,Attchd,1965.0,3,1.0,276.0,3,3,Y,736,68,0,0,0,0,0,None,0,6,2008,147500,804,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,107.0,13891,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,10,5,2006,2006,VinylSd,VinylSd,None,99.69590931493346,5,TA,PConc,5,4,4,6,1386.0,1,0.0,690.0,2076.0,5,Y,2076,0,0,2076,1.0,0.0,2,1,2,1,5,7,Typ,1,4,Attchd,2006.0,3,3.0,850.0,3,3,Y,216,229,0,0,0,0,0,None,0,9,2006,465000,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
85,69.05520046484602,9101,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1978,1978,Plywood,Plywood,BrkFace,104.0,3,Gd,PConc,4,3,3,6,1097.0,1,0.0,0.0,1097.0,5,Y,1110,0,0,1110,1.0,0.0,1,0,1,1,4,4,Typ,1,3,Attchd,1978.0,3,2.0,602.0,3,3,Y,303,30,0,0,0,0,0,None,0,7,2009,165500,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,81.0,12150,Pave,Grvl,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1954,1954,MetalSd,MetalSd,BrkFace,335.0,3,TA,BrkTil,3,3,1,1,0.0,1,0.0,1050.0,1050.0,5,N,1050,745,0,1795,0.0,0.0,2,0,4,1,3,7,Typ,0,0,Attchd,1954.0,1,1.0,352.0,2,3,Y,0,0,0,0,0,0,0,None,0,11,2008,131500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,70.0,11200,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1965,1965,HdBoard,HdBoard,None,0.0,3,TA,CBlock,3,3,1,3,906.0,1,0.0,134.0,1040.0,5,Y,1040,0,0,1040,1.0,0.0,1,0,3,1,3,5,Typ,0,0,Detchd,1965.0,1,1.0,384.0,3,3,Y,0,0,0,0,0,0,0,None,0,2,2008,129500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,100.0,9670,Pave,No_alley,IR1,HLS,AllPub,Mod,Norm,Norm,1Fam,8,6,1935,1950,BrkFace,Stucco,Stone,40.0,3,TA,PConc,3,2,1,2,210.0,1,0.0,398.0,608.0,3,Y,983,890,0,1873,0.0,0.0,1,1,4,1,3,9,Typ,2,4,Detchd,1935.0,3,2.0,786.0,2,3,Y,0,0,207,0,0,0,0,None,0,6,2008,257076,207,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
50,60.0,10998,Pave,Grvl,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1941,1960,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,3,3,1,2,408.0,4,420.0,156.0,984.0,5,Y,984,620,0,1604,0.0,0.0,2,0,3,1,3,6,Min2,0,0,Detchd,1977.0,1,2.0,660.0,3,3,Y,0,68,0,0,0,0,0,None,0,7,2009,117000,68,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
70,60.0,7200,Pave,No_alley,Reg,HLS,AllPub,Mod,Norm,Norm,1Fam,7,6,1931,2000,Stucco,Wd Shng,None,0.0,3,Fa,BrkTil,4,3,1,1,0.0,1,0.0,776.0,776.0,3,Y,851,651,0,1502,0.0,0.0,1,1,3,1,3,6,Typ,1,4,Attchd,1931.0,2,1.0,270.0,3,3,P,0,0,112,0,0,0,0,None,0,2,2008,149000,112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,80.0,9920,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,5,1954,1954,HdBoard,HdBoard,Stone,110.0,3,TA,CBlock,3,3,1,3,354.0,2,290.0,412.0,1056.0,3,Y,1063,0,0,1063,1.0,0.0,1,0,3,1,3,6,Typ,0,0,Attchd,1954.0,2,1.0,280.0,3,3,Y,0,0,164,0,0,0,0,None,0,2,2010,128000,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,36.0,2448,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,7,5,2003,2004,VinylSd,Wd Shng,Stone,106.0,4,TA,PConc,4,3,1,1,0.0,1,0.0,764.0,764.0,5,Y,764,862,0,1626,0.0,0.0,2,1,2,1,4,6,Typ,0,0,BuiltIn,2003.0,2,2.0,474.0,3,3,Y,0,27,0,0,0,0,0,None,0,10,2008,155000,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,69.05520046484602,2998,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,TwnhsE,6,5,2000,2000,MetalSd,MetalSd,BrkFace,513.0,4,TA,PConc,4,3,1,6,353.0,1,0.0,403.0,756.0,5,Y,768,756,0,1524,0.0,0.0,2,1,2,1,4,4,Typ,0,0,Detchd,2000.0,1,2.0,440.0,3,3,Y,0,32,0,0,0,0,0,None,0,6,2006,166000,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
50,65.0,7804,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,4,3,1928,1950,WdShing,Plywood,None,0.0,3,TA,BrkTil,3,3,1,4,622.0,1,0.0,500.0,1122.0,3,Y,1328,653,0,1981,1.0,0.0,2,0,4,1,4,7,Min2,2,3,Detchd,1981.0,1,2.0,576.0,3,3,Y,431,44,0,0,0,0,0,None,0,12,2009,135000,475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,80.0,16692,Pave,No_alley,IR1,Lvl,AllPub,Gtl,RRAn,Norm,1Fam,7,5,1978,1978,Plywood,Plywood,BrkFace,184.0,3,TA,CBlock,4,3,1,4,790.0,2,469.0,133.0,1392.0,3,Y,1392,1392,0,2784,1.0,0.0,3,1,5,1,4,12,Typ,2,3,Attchd,1978.0,2,2.0,564.0,3,3,Y,0,112,0,0,440,519,2,TenC,2000,7,2006,250000,552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,21.0,1476,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,4,7,1970,1970,CemntBd,CmentBd,None,0.0,3,TA,CBlock,3,3,1,6,176.0,1,0.0,370.0,546.0,5,Y,546,546,0,1092,0.0,0.0,1,1,3,1,3,5,Typ,0,0,No Garage,1978.7077955601446,0,0.0,0.0,0,0,Y,200,26,0,0,0,0,0,None,0,3,2010,76000,226,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
20,75.0,10170,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,6,1951,1951,Wd Sdng,Wd Sdng,BrkFace,522.0,3,TA,CBlock,3,3,1,1,0.0,1,0.0,216.0,216.0,3,Y,1575,0,0,1575,0.0,0.0,1,1,2,1,4,5,Typ,1,4,Attchd,1951.0,1,2.0,400.0,3,3,Y,0,0,0,0,0,0,0,None,0,6,2006,155000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,80.0,9364,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1969,1969,HdBoard,HdBoard,Stone,143.0,3,TA,CBlock,3,3,1,5,371.0,1,0.0,292.0,663.0,3,Y,663,689,0,1352,0.0,0.0,1,1,4,1,3,7,Typ,0,0,Attchd,1969.0,3,1.0,299.0,3,3,Y,379,36,0,0,0,0,0,None,0,3,2010,158000,415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
160,24.0,2544,Pave,Pave,Reg,Lvl,AllPub,Gtl,Norm,Norm,Twnhs,7,5,2004,2005,MetalSd,MetalSd,None,0.0,4,TA,PConc,4,3,1,6,368.0,5,42.0,190.0,600.0,5,Y,600,600,0,1200,1.0,0.0,2,1,2,1,4,4,Typ,0,0,Detchd,2004.0,2,2.0,480.0,3,3,Y,0,172,0,0,0,0,0,None,0,2,2010,149500,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
20,82.0,9888,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,5,6,1954,1975,MetalSd,MetalSd,None,0.0,3,Gd,CBlock,3,3,1,4,486.0,1,0.0,450.0,936.0,3,Y,936,0,0,936,0.0,0.0,1,0,2,1,3,5,Typ,0,0,Attchd,1954.0,1,1.0,240.0,3,3,Y,0,0,160,0,0,0,0,None,0,3,2006,121000,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
20,68.0,7942,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,7,1953,1953,Wd Sdng,Wd Sdng,None,0.0,3,TA,CBlock,3,3,1,3,85.0,5,955.0,0.0,1040.0,3,Y,1040,0,0,1040,0.0,1.0,1,0,3,1,3,6,Typ,0,0,Attchd,1953.0,3,1.0,293.0,3,3,Y,0,0,0,0,0,0,0,None,0,6,2007,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,69.05520046484602,15038,Pave,No_alley,IR2,Lvl,AllPub,Gtl,Norm,Norm,1Fam,6,5,1996,1996,HdBoard,HdBoard,None,0.0,3,TA,PConc,4,3,1,3,138.0,1,0.0,778.0,916.0,4,Y,916,720,0,1636,0.0,0.0,2,1,3,1,3,7,Typ,1,3,Attchd,1996.0,3,2.0,386.0,3,3,Y,168,84,0,0,0,0,0,None,0,11,2008,173000,252,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,92.0,11764,Pave,No_alley,IR1,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,7,1999,2007,VinylSd,VinylSd,BrkFace,348.0,4,TA,PConc,4,3,1,6,524.0,1,0.0,628.0,1152.0,5,Y,1164,1106,0,2270,0.0,0.0,2,1,4,1,4,9,Typ,1,4,Attchd,1999.0,3,3.0,671.0,3,3,Y,132,57,0,0,0,0,0,None,0,4,2010,290000,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
60,75.0,9000,Pave,No_alley,Reg,Lvl,AllPub,Gtl,Norm,Norm,1Fam,8,5,2007,2007,CemntBd,CmentBd,None,0.0,4,TA,PConc,4,3,3,6,64.0,1,0.0,1120.0,1184.0,5,Y,1184,1426,0,2610,0.0,0.0,2,1,4,1,5,11,Typ,1,4,BuiltIn,2007.0,3,2.0,550.0,3,3,Y,208,364,0,0,0,0,0,None,0,8,2007,303477,572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
